score,review,5star,4star,3star,2star,1star,writer,actor,genre,country,language,Premiere,season,Episode,Episode Length,aka,IMDb,name,link-href,director,channel,permission
7.6,564人评价,23.3%,23.3%,27.8%,3.0%,3.0%,,,类型: 纪录片,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-10-26(中国大陆),,集数: 4,单集片长: 24分钟,,,被数学选中的人,https://www.douban.com/doubanapp/dispatch?uri=/tv/35652450,导演: 李金炜 / 李争,央视频,免费观看
9.5,2891人评价,81.0%,81.0%,3.6%,1.2%,0.0%,,王晓佳 / 蒋芸,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-09-03(中国大陆),季数: 1,集数: 8,单集片长: 28分钟,,,准备好了就出发,https://www.douban.com/doubanapp/dispatch?uri=/tv/35589220,,哔哩哔哩,免费观看
7.4,3088人评价,13.1%,13.1%,40.7%,1.9%,0.0%,,姜广涛,类型: 纪录片,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-02-09(中国大陆),季数: 2,集数: 18,单集片长: 12分钟,又名: 沸腾吧火锅2 / Pot of Fire 2,,沸腾吧火锅 第二季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35357060,导演: 许芝翔,腾讯视频,VIP免费观看
8.7,22337人评价,45.9%,45.9%,9.8%,0.5%,0.2%,"编剧: 王裕仁 Yuren Wang,雷君",钱文青 / 李诗萌 / 刘三木 / 徐佳琦 / 聂曦映 / 图特哈蒙 / 李世荣 / 吴帅 / 班闯 / 李璐 / 凌振赫 / 姚雷 / 李敏 / 史泽鲲 / 李昕 / 王保顺 / 万纯 / 刘若班 / 蔡壮壮 / 许凯 / 张抗 / 清禾 / 青琳昊更多...,类型: 动画 / 奇幻 / 武侠,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-11-14(中国大陆),季数: 2,集数: 25,单集片长: 20分钟,又名: 凡人修仙传 第二季 / A Record of A Mortal's Journey to Immortality / A Mortal's Journey,,凡人修仙传：魔道争锋,https://www.douban.com/doubanapp/dispatch?uri=/tv/35640039,导演: 王裕仁 / 赵侠,哔哩哔哩,VIP免费观看
8.1,16762人评价,28.9%,28.9%,19.0%,1.1%,0.8%,,蒲熠星 / 齐思钧 / 戴士 / 火树 / 郭文韬 / 邵明明 / 石凯 / 完颜洛绒更多...,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-05-06(中国大陆),季数: 3,集数: 12,单集片长: 60-75,又名: 密室大逃脱3 大神版,,密室大逃脱大神版 第三季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35461568,,芒果TV,VIP免费观看
8.3,2023人评价,37.5%,37.5%,17.2%,1.3%,0.3%,编剧: 汪滢滢,宝妹 / 雪梅 / 王正蓉 / Tatiana / 龚钊,类型: 纪录片 / 短片,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-11-25(中国大陆),季数: 1,集数: 5,单集片长: 15分钟,又名: The Song of Loneliness,,孤岛之歌 第一季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35693391,导演: 汪滢滢 / 饶毅,哔哩哔哩,免费观看
5.5,33593人评价,8.7%,8.7%,35.7%,25.1%,16.7%,编剧: 饶俊 / 陈昱均 / 李真如 / 龚一洲,关晓彤 / 侯明昊 / 赵顺然 / 李宗霖 / 安泳畅 / 夏楠 / 姜昊旻更多...,类型: 喜剧 / 爱情 / 古装,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-01-18(中国大陆),,集数: 40,单集片长: 45分钟,,IMDb: tt12498112,我就是这般女子,https://www.douban.com/doubanapp/dispatch?uri=/tv/34863325,导演: 陈伟祥 / 杨小波,腾讯视频,VIP免费观看
7.3,86949人评价,24.8%,24.8%,31.2%,7.0%,4.2%,编剧: 蓝白色 / 胡一然 / 刘美丽 / 童靓妮 / 赵卓琳,龚俊 / 乔欣 / 经超 / 孙铱 / 张铎 / 周奇奇 / 王泽轩更多...,类型: 剧情 / 爱情 / 悬疑,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-12-13(中国大陆),,集数: 16,单集片长: 70分钟,又名: Dream Garden,IMDb: tt14496552,沉睡花园,https://www.douban.com/doubanapp/dispatch?uri=/tv/35231373,导演: 臧溪川,芒果TV,VIP免费观看
6.6,22358人评价,8.7%,8.7%,50.3%,10.2%,2.8%,,杨幂 / 邓伦 / 黄明昊 / 大张伟 / 张国伟 / 王嘉尔 / 白敬亭 / 刘耀文 / 何炅更多...,类型: 悬疑 / 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-05-06(中国大陆),,集数: 12,,又名: 密室大逃脱3,,密室大逃脱 第三季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35408519,,芒果TV,VIP免费观看
5.6,94696人评价,4.2%,4.2%,47.2%,25.7%,9.0%,编剧: 程婷钰,钟汉良 / 谭松韵 / 何泓姗 / 唐晓天 / 吴冕 / 方晓莉 / 颖儿 / 刘芸 / 李晟 / 斓曦 / 丁洁 / 孙雪宁 / 郑好 / 马柏全 / 孙佳奇 / 虞朗 / 李芸 / 崔尔康 / 侯长荣 / 马少骅 / 彭杨 / 傅淼 / 黄曼 / 闫勤 / 强宇 / 龚珏睿 / 傅铂涵更多...,类型: 爱情 / 古装,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-02-26(中国大陆),,集数: 45,单集片长: 45分钟,又名: 庶女攻略 / 默言花事 / 罗十一娘 / The Sword and the Brocade,IMDb: tt14236200,锦心似玉,https://www.douban.com/doubanapp/dispatch?uri=/tv/34912917,导演: 温德光,腾讯视频,VIP免费观看
5.7,34977人评价,3.5%,3.5%,50.3%,22.4%,7.8%,编剧: 徐梦佳 / 秦文 / 罗小葶 / 翘摇,徐璐 / 林一 / 胡兵 / 胡耘豪 / 种丹妮,类型: 喜剧 / 爱情,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-04-08(中国大陆),,集数: 31,单集片长: 45分钟,又名: 明枪易躲，暗恋难防,IMDb: tt12026524,良辰美景好时光,https://www.douban.com/doubanapp/dispatch?uri=/tv/34908096,导演: 秦榛,爱奇艺视频,VIP免费观看
5.7,34977人评价,3.5%,3.5%,50.3%,22.4%,7.8%,编剧: 徐梦佳 / 秦文 / 罗小葶 / 翘摇,徐璐 / 林一 / 胡兵 / 胡耘豪 / 种丹妮,类型: 喜剧 / 爱情,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-04-08(中国大陆),,集数: 31,单集片长: 45分钟,又名: 明枪易躲，暗恋难防,IMDb: tt12026524,良辰美景好时光,https://www.douban.com/doubanapp/dispatch?uri=/tv/34908096,导演: 秦榛,腾讯视频,VIP免费观看
6.8,60745人评价,11.3%,11.3%,41.8%,11.2%,2.6%,编剧: 赵娜 / 李宗晨,张楠 / 孙伊涵 / 方安娜 / 刘智扬 / 周大为 / 何奉天更多...,类型: 剧情 / 爱情,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-08-12(中国大陆),,集数: 12,单集片长: 45分钟,,IMDb: tt15509598,双镜,https://www.douban.com/doubanapp/dispatch?uri=/tv/35131309,导演: 李达超,哔哩哔哩,VIP免费观看
7.4,18304人评价,15.8%,15.8%,36.4%,4.0%,1.3%,,毛不易 / 李雪琴 / 元宝,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-11-01(中国大陆),,,单集片长: 30分钟,又名: 狗不李,,毛雪汪,https://www.douban.com/doubanapp/dispatch?uri=/tv/35524826,导演: 范丽明,腾讯视频,VIP免费观看
6.1,18427人评价,6.9%,6.9%,45.9%,15.1%,8.2%,,宋丹丹 / 舒淇 / 郭麒麟 / 张翰 / 周杰 / 汪苏泷 / 赖冠霖 / 李雪琴 / 李嘉琦 / 孟子义 / 周也 / 彭楚粤 / 苏芒 / 陈陈陈 / 欧欧更多...,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-05-23(中国大陆),,集数: 10,单集片长: 90,又名: 50KM桃花坞 / 50公里桃花坞,,五十公里桃花坞,https://www.douban.com/doubanapp/dispatch?uri=/tv/35236744,,,
8.9,31751人评价,57.4%,57.4%,8.8%,1.0%,0.4%,编剧: 梁莎 / 刘兴 / 朱珂 / 墨香铜臭,张杰 / 边江 / 杨天翔 / 金弦 / 郭浩然 / 苏尚卿 / 陈张太康 / 王晨光 / 邵彤 / 刘三木 / 刘琮更多...,类型: 剧情 / 动画 / 奇幻 / 古装,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-08-07(中国大陆),季数: 3,集数: 12,单集片长: 25分钟,又名: 魔道祖师 完结篇 / 魔道祖师动画版 第三季,,魔道祖师 第三季,https://www.douban.com/doubanapp/dispatch?uri=/tv/34792351,导演: 熊可,腾讯视频,VIP免费观看
5.7,77681人评价,3.2%,3.2%,49.5%,26.6%,5.9%,编剧: 王小帅 / 杨翌舒 / 染白 / 陈萧含 / 王静华,段奕宏 / 郝蕾 / 祖峰 / 吴越 / 邢岷山 / 白宇帆 / 米拉 / 李煜 / 迟嘉 / 屠芷莹 / 温峥嵘 / 艾丽娅 / 王子子 / 赵燕国彰 / 陶红 / 翟子路 / 戴军 / 黄小蕾 / 傅亨 / 徐程 / 王小帅更多...,类型: 悬疑 / 家庭 / 犯罪,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-10-13(中国大陆),,集数: 12,单集片长: 50分钟,又名: The Pavilion,IMDb: tt15654022,八角亭谜雾,https://www.douban.com/doubanapp/dispatch?uri=/tv/35307435,导演: 王小帅 / 花箐,爱奇艺视频,VIP免费观看
7.7,31644人评价,18.8%,18.8%,28.2%,2.5%,0.5%,编剧: 卓越泡沫 / 徐一天 / 陈晓 / 楠迪夫 / 胡丽萍 / 王淑敏,吴磊 / 侯明昊 / 毛晓慧 / 向涵之 / 王新军 / 高海鹏 / 张晓谦 / 方文强 / 邹元清 / 何澳 / 金世佳 / 张鹤伦 / 高文峰 / 温峥嵘 / 淳于珊珊 / 宝马更多...,类型: 剧情,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-09-14(中国大陆),,集数: 36,单集片长: 45分钟,又名: 我们的时代 / Our Times,IMDb: tt15446688,启航：当风起时,https://www.douban.com/doubanapp/dispatch?uri=/tv/35182804,导演: 刘畅 / 马一鸣,咪咕视频,免费观看
7.7,31644人评价,18.8%,18.8%,28.2%,2.5%,0.5%,编剧: 卓越泡沫 / 徐一天 / 陈晓 / 楠迪夫 / 胡丽萍 / 王淑敏,吴磊 / 侯明昊 / 毛晓慧 / 向涵之 / 王新军 / 高海鹏 / 张晓谦 / 方文强 / 邹元清 / 何澳 / 金世佳 / 张鹤伦 / 高文峰 / 温峥嵘 / 淳于珊珊 / 宝马更多...,类型: 剧情,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-09-14(中国大陆),,集数: 36,单集片长: 45分钟,又名: 我们的时代 / Our Times,IMDb: tt15446688,启航：当风起时,https://www.douban.com/doubanapp/dispatch?uri=/tv/35182804,导演: 刘畅 / 马一鸣,腾讯视频,VIP免费观看
4.8,124536人评价,4.7%,4.7%,31.1%,32.9%,22.5%,编剧: 张林楠 / 成钏 / 刘然,杨幂 / 陈伟霆 / 徐开骋 / 陈小纭 / 王森 / 袁雨萱更多...,类型: 剧情 / 爱情 / 奇幻 / 古装,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-11-10(中国大陆),,集数: 48,单集片长: 48分钟,又名: 九州·斛珠夫人 / Novoland Pearl Eclipse,IMDb: tt13130228,斛珠夫人,https://www.douban.com/doubanapp/dispatch?uri=/tv/26798457,导演: 金沙,腾讯视频,VIP免费观看
7.5,95298人评价,17.8%,17.8%,29.6%,5.0%,1.5%,编剧: 周唯 / 罗虹,孙俪 / 赵又廷 / 于和伟 / 陈明昊 / 高叶 / 李传缨 / 张澍 / 李洪涛 / 赵君 / 钱漪 / 刘泊霄 / 杨超越 / 刘奕畅 / 许娣 / 施京明 / 尹铸胜 / 任重 / 翟小兴 / 何政军 / 扈耀之 / 岳旸 / 张天阳 / 代旭 / 张瑶 / 姜妍 / 田昊 / 傅首尔 / 鲍振江 / 李斌 / 林鹏 / 章涛 / 丁文博 / 程子铭 / 封新天 / 安冬 / 朱辉 / 卜宇鑫 / 王旭峰 / 金晖 / 屈扬 / 巩小榕 / 盛朗熙 / 卞涛 / 梁林琳 / 贺琦玉 / 段冉 / 霍雨佳 / 程巍 / 孙敏 / 张喜前 / 李荣东 / 王彦博 / 孙浩 / 马岩 / 周瑞 / 韩菲儿更多...,类型: 剧情,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-08-12(中国大陆),,集数: 40,单集片长: 45分钟,又名: 苏筱的战争 / The Ideal City,IMDb: tt15320698,理想之城,https://www.douban.com/doubanapp/dispatch?uri=/tv/35047559,导演: 刘进,爱奇艺视频,VIP免费观看
5.6,68827人评价,6.4%,6.4%,43.1%,28.7%,9.3%,编剧: 刘畅 / 杨楠 / 杨美味,任嘉伦 / 邢菲 / 刘芮麟 / 赵奕欢 / 骏声 / 葛施敏 / 范湉湉 / 宣璐 / 樊治欣更多...,类型: 剧情 / 爱情 / 奇幻,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-04-26(中国大陆),,集数: 36,单集片长: 44分钟,又名: Miss Crow and Mr. Lizard,IMDb: tt12374106,乌鸦小姐与蜥蜴先生,https://www.douban.com/doubanapp/dispatch?uri=/tv/35005204,导演: 吴强,腾讯视频,VIP免费观看
8.0,44545人评价,29.8%,29.8%,22.3%,2.9%,0.5%,编剧: 赵禹晴 / 李子峘 / 卢青雨,凃雄飞 / 段艺璇 / 姜广涛 / 赵岭 / 王潇倩 / 何冠男 / 周侗 / 胡正健 / 刘晓倩 / 张欣更多...,类型: 动画 / 奇幻 / 冒险,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-06-14(中国大陆),季数: 1,集数: 15,单集片长: 20分钟,又名: 眷思量之烟霞海客 / The Island of Siliang,,眷思量,https://www.douban.com/doubanapp/dispatch?uri=/tv/33717831,导演: 赵禹晴,腾讯视频,VIP免费观看
4.4,40886人评价,4.3%,4.3%,20.2%,39.9%,29.4%,编剧: 胡小帅 / 言内,罗云熙 / 程潇 / 季肖冰 / 田依桐 / 高寒 / 李佳洁 / 管梓净更多...,类型: 剧情 / 爱情,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-11-30(中国大陆),,集数: 32,单集片长: 40,,,良言写意,https://www.douban.com/doubanapp/dispatch?uri=/tv/26901433,导演: 陈畅,腾讯视频,VIP免费观看
4.4,40886人评价,4.3%,4.3%,20.2%,39.9%,29.4%,编剧: 胡小帅 / 言内,罗云熙 / 程潇 / 季肖冰 / 田依桐 / 高寒 / 李佳洁 / 管梓净更多...,类型: 剧情 / 爱情,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-11-30(中国大陆),,集数: 32,单集片长: 40,,,良言写意,https://www.douban.com/doubanapp/dispatch?uri=/tv/26901433,导演: 陈畅,爱奇艺视频,VIP免费观看
5.4,20396人评价,5.2%,5.2%,51.1%,24.0%,11.9%,编剧: 尚梦璐 / 张骁 / 孙婷婷 / 麻野,王玉雯 / 王子奇 / 易柏辰 / 李俊辰 / 杨玥 / 陈怡馨 / 钟丽丽 / 陈汛 / 蓝城 / 胡彩虹 / 朱宏 / 宁浩然 / 姜蓉 / 王坤 / 马晨焱 / 张立秋 / 李冰 / 马振桓 / 季晨 / 赵淑珍 / 马睿更多...,类型: 喜剧 / 爱情,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-10-08(中国大陆),,集数: 24,单集片长: 41分钟,,IMDb: tt15772536,只是结婚的关系,https://www.douban.com/doubanapp/dispatch?uri=/tv/34991527,导演: 李遥波,芒果TV,VIP免费观看
5.4,20396人评价,5.2%,5.2%,51.1%,24.0%,11.9%,编剧: 尚梦璐 / 张骁 / 孙婷婷 / 麻野,王玉雯 / 王子奇 / 易柏辰 / 李俊辰 / 杨玥 / 陈怡馨 / 钟丽丽 / 陈汛 / 蓝城 / 胡彩虹 / 朱宏 / 宁浩然 / 姜蓉 / 王坤 / 马晨焱 / 张立秋 / 李冰 / 马振桓 / 季晨 / 赵淑珍 / 马睿更多...,类型: 喜剧 / 爱情,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-10-08(中国大陆),,集数: 24,单集片长: 41分钟,,IMDb: tt15772536,只是结婚的关系,https://www.douban.com/doubanapp/dispatch?uri=/tv/34991527,导演: 李遥波,腾讯视频,VIP免费观看
9.0,78583人评价,59.9%,59.9%,7.1%,0.9%,0.6%,编剧: 刘戈建 / 李修文 / 王小枪 / 陈枰 / 申捷 / 巩向东 / 徐速 / 王小平 / 宋方金,王雷 / 雷佳音 / 郭涛 / 黄晓明 / 蒋欣 / 佟大为 / 周迅 / 黄志忠 / 邵汶 / 郝荣光 / 鲁诺 / 孙锡堃 / 倪妮 / 杨烁 / 王骁 / 是安 / 田小洁 / 柯宇 / 李添诺 / 尤勇智 / 胡可 / 李野萍 / 白凡 / 刚毅 / 马佳玛尧 / 孙茜 / 丁勇岱 / 娄乃鸣 / 迟蓬 / 罗京民 / 刘小蕙 / 德姬 / 陈好 / 章呈赫 / 黄小蕾 / 王洛勇 / 宿宇杰 / 管云鹏 / 陈震 / 夷永定 / 王鑫 / 张凯丽 / 倪萍 / 孟阿赛 / 张洪杰 / 左小青 / 迟帅 / 李光洁 / 陈赫 / 王菁华 / 邢岷山 / 刘宇宁 / 菅纫姿 / 孙俪 / 刘奕君 / 王自健 / 王亚楠 / 朱刚日尧 / 张颂文 / 陈宝国 / 奚美娟 / 于荣光 / 董洁 / 任重 / 蒋梦婕 / 柴隽哲 / 威力斯 / 陈牧驰更多...,类型: 剧情 / 传记,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-09-26(中国大陆),,集数: 48,单集片长: 46分钟,又名: Medal of the Republic,IMDb: tt13885398,功勋,https://www.douban.com/doubanapp/dispatch?uri=/tv/34951103,导演: 郑晓龙 / 毛卫宁 / 沈严 / 康洪雷 / 杨阳 / 林楠 / 杨文军 / 阎建钢,腾讯视频,VIP免费观看
9.0,78583人评价,59.9%,59.9%,7.1%,0.9%,0.6%,编剧: 刘戈建 / 李修文 / 王小枪 / 陈枰 / 申捷 / 巩向东 / 徐速 / 王小平 / 宋方金,王雷 / 雷佳音 / 郭涛 / 黄晓明 / 蒋欣 / 佟大为 / 周迅 / 黄志忠 / 邵汶 / 郝荣光 / 鲁诺 / 孙锡堃 / 倪妮 / 杨烁 / 王骁 / 是安 / 田小洁 / 柯宇 / 李添诺 / 尤勇智 / 胡可 / 李野萍 / 白凡 / 刚毅 / 马佳玛尧 / 孙茜 / 丁勇岱 / 娄乃鸣 / 迟蓬 / 罗京民 / 刘小蕙 / 德姬 / 陈好 / 章呈赫 / 黄小蕾 / 王洛勇 / 宿宇杰 / 管云鹏 / 陈震 / 夷永定 / 王鑫 / 张凯丽 / 倪萍 / 孟阿赛 / 张洪杰 / 左小青 / 迟帅 / 李光洁 / 陈赫 / 王菁华 / 邢岷山 / 刘宇宁 / 菅纫姿 / 孙俪 / 刘奕君 / 王自健 / 王亚楠 / 朱刚日尧 / 张颂文 / 陈宝国 / 奚美娟 / 于荣光 / 董洁 / 任重 / 蒋梦婕 / 柴隽哲 / 威力斯 / 陈牧驰更多...,类型: 剧情 / 传记,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-09-26(中国大陆),,集数: 48,单集片长: 46分钟,又名: Medal of the Republic,IMDb: tt13885398,功勋,https://www.douban.com/doubanapp/dispatch?uri=/tv/34951103,导演: 郑晓龙 / 毛卫宁 / 沈严 / 康洪雷 / 杨阳 / 林楠 / 杨文军 / 阎建钢,优酷视频,VIP免费观看
9.0,78583人评价,59.9%,59.9%,7.1%,0.9%,0.6%,编剧: 刘戈建 / 李修文 / 王小枪 / 陈枰 / 申捷 / 巩向东 / 徐速 / 王小平 / 宋方金,王雷 / 雷佳音 / 郭涛 / 黄晓明 / 蒋欣 / 佟大为 / 周迅 / 黄志忠 / 邵汶 / 郝荣光 / 鲁诺 / 孙锡堃 / 倪妮 / 杨烁 / 王骁 / 是安 / 田小洁 / 柯宇 / 李添诺 / 尤勇智 / 胡可 / 李野萍 / 白凡 / 刚毅 / 马佳玛尧 / 孙茜 / 丁勇岱 / 娄乃鸣 / 迟蓬 / 罗京民 / 刘小蕙 / 德姬 / 陈好 / 章呈赫 / 黄小蕾 / 王洛勇 / 宿宇杰 / 管云鹏 / 陈震 / 夷永定 / 王鑫 / 张凯丽 / 倪萍 / 孟阿赛 / 张洪杰 / 左小青 / 迟帅 / 李光洁 / 陈赫 / 王菁华 / 邢岷山 / 刘宇宁 / 菅纫姿 / 孙俪 / 刘奕君 / 王自健 / 王亚楠 / 朱刚日尧 / 张颂文 / 陈宝国 / 奚美娟 / 于荣光 / 董洁 / 任重 / 蒋梦婕 / 柴隽哲 / 威力斯 / 陈牧驰更多...,类型: 剧情 / 传记,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-09-26(中国大陆),,集数: 48,单集片长: 46分钟,又名: Medal of the Republic,IMDb: tt13885398,功勋,https://www.douban.com/doubanapp/dispatch?uri=/tv/34951103,导演: 郑晓龙 / 毛卫宁 / 沈严 / 康洪雷 / 杨阳 / 林楠 / 杨文军 / 阎建钢,爱奇艺视频,VIP免费观看
9.0,66588人评价,59.2%,59.2%,8.9%,0.4%,0.1%,编剧: 何小疯,何小疯 / 姜广涛 / 段艺璇 / 宝木中阳 / 马正阳 / 胡良伟 / 马斑马更多...,类型: 剧情 / 喜剧 / 动作 / 动画,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-01-27(中国大陆),季数: 3,集数: 10,单集片长: 15分钟,又名: 刺客伍六七 第三季 / 刺客伍六七 第3季 / 伍六七 第三季 / Scissor Seven 3,,伍六七之玄武国篇,https://www.douban.com/doubanapp/dispatch?uri=/tv/35161255,导演: 何小疯,爱奇艺视频,VIP免费观看
9.0,66588人评价,59.2%,59.2%,8.9%,0.4%,0.1%,编剧: 何小疯,何小疯 / 姜广涛 / 段艺璇 / 宝木中阳 / 马正阳 / 胡良伟 / 马斑马更多...,类型: 剧情 / 喜剧 / 动作 / 动画,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-01-27(中国大陆),季数: 3,集数: 10,单集片长: 15分钟,又名: 刺客伍六七 第三季 / 刺客伍六七 第3季 / 伍六七 第三季 / Scissor Seven 3,,伍六七之玄武国篇,https://www.douban.com/doubanapp/dispatch?uri=/tv/35161255,导演: 何小疯,优酷视频,VIP免费观看
9.0,66588人评价,59.2%,59.2%,8.9%,0.4%,0.1%,编剧: 何小疯,何小疯 / 姜广涛 / 段艺璇 / 宝木中阳 / 马正阳 / 胡良伟 / 马斑马更多...,类型: 剧情 / 喜剧 / 动作 / 动画,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-01-27(中国大陆),季数: 3,集数: 10,单集片长: 15分钟,又名: 刺客伍六七 第三季 / 刺客伍六七 第3季 / 伍六七 第三季 / Scissor Seven 3,,伍六七之玄武国篇,https://www.douban.com/doubanapp/dispatch?uri=/tv/35161255,导演: 何小疯,腾讯视频,VIP免费观看
9.0,66588人评价,59.2%,59.2%,8.9%,0.4%,0.1%,编剧: 何小疯,何小疯 / 姜广涛 / 段艺璇 / 宝木中阳 / 马正阳 / 胡良伟 / 马斑马更多...,类型: 剧情 / 喜剧 / 动作 / 动画,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-01-27(中国大陆),季数: 3,集数: 10,单集片长: 15分钟,又名: 刺客伍六七 第三季 / 刺客伍六七 第3季 / 伍六七 第三季 / Scissor Seven 3,,伍六七之玄武国篇,https://www.douban.com/doubanapp/dispatch?uri=/tv/35161255,导演: 何小疯,哔哩哔哩,VIP免费观看
4.7,56881人评价,2.9%,2.9%,33.0%,34.2%,22.8%,编剧: 于正,白鹿 / 王一哲 / 金晨 / 郑湫泓 / 李嘉琦 / 赫雷 / 周陆啦 / 昌隆 / 黄馨瑶 / 黄宥明 / 张垒 / 刘敏 / 王西 / 许榕真 / 马小茜 / 常铖 / 汪汐潮 / 杨蓉 / 乔欣 / 宣璐 / 温峥嵘 / 朱致灵 / 刘润南 / 王星越 / 陆妍淇 / 陈都灵 / 哈妮克孜 / 边天扬 / 郑凯 / 王茂蕾 / 郑好 / 黄杨钿甜 / 裴佳欣 / 姜寒更多...,类型: 喜剧 / 爱情 / 古装,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-07-26(中国大陆),,集数: 43,单集片长: 45分钟,又名: Song of Youth,IMDb: tt12434510,玉楼春,https://www.douban.com/doubanapp/dispatch?uri=/tv/34852731,导演: 高寒,优酷视频,VIP免费观看
5.3,147431人评价,9.7%,9.7%,32.0%,23.7%,21.1%,编剧: 饶俊 / 李真如,周冬雨 / 许凯 / 张嘉倪 / 刘学义 / 李泽锋 / 赖艺 / 罗秋韵 / 张雅钦 / 付辛博 / 黄觉 / 张云龙 / 张晓晨 / 钟祺 / 刘萌萌 / 郝帅 / 范津玮 / 代斯 / 路宏 / 哈妮克孜 / 任豪 / 高寒 / 灵超 / 吕承珏 / 黄毅更多...,类型: 剧情 / 爱情 / 古装,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-06-17(中国大陆),,集数: 49,单集片长: 45分钟,又名: 古玦传 / 上古 / Ancient Love Poetry,IMDb: tt12228120,千古玦尘,https://www.douban.com/doubanapp/dispatch?uri=/tv/26811532,导演: 尹涛 / 李才,腾讯视频,VIP免费观看
