score,review,5star,4star,3star,2star,1star,writer,actor,genre,country,language,Premiere,season,Episode,Episode Length,aka,IMDb,name,link-href,director,channel,permission
8.4,6020人评价,42.6%,42.6%,18.2%,2.3%,0.3%,,容祖儿 / 蔡卓妍 / 钟欣潼,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-12-02(中国大陆),,集数: 12,单集片长: 60分钟,又名: 容我Sa个娇 / 容我Sa娇,,因为是朋友呀,https://www.douban.com/doubanapp/dispatch?uri=/tv/35251084,,,
8.7,714人评价,46.9%,46.9%,10.2%,0.0%,1.0%,,,类型: 纪录片 / 历史,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-09-22(中国大陆),,集数: 6,单集片长: 50分钟,,,岳麓书院,https://www.douban.com/doubanapp/dispatch?uri=/tv/35603072,导演: 金铁木 / 章红伟,芒果TV,免费观看
8.9,1452人评价,55.9%,55.9%,7.8%,2.0%,0.0%,编剧: 杜兴,杨天翔,类型: 纪录片,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-09-16(中国大陆),,集数: 6,单集片长: 45分钟,又名: Can't Leave You,,离不开你,https://www.douban.com/doubanapp/dispatch?uri=/tv/35596780,导演: 杜兴,爱奇艺视频,VIP免费观看
,暂无评分,,,,,,,孟佳 / 陈哲远 / 杨九郎 / 车慧轩,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-11-20(中国大陆),,集数: 12,单集片长: 60分钟,又名: 超燃美食季,,超燃美食记,https://www.douban.com/doubanapp/dispatch?uri=/tv/35651880,,,
,暂无评分,,,,,,,马嘉祺 / 丁程鑫 / 宋亚轩 / 刘耀文 / 张真源 / 严浩翔 / 贺峻霖更多...,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-10-16(中国大陆),季数: 1,,单集片长: 30分钟,,,这福气给你要不要,https://www.douban.com/doubanapp/dispatch?uri=/tv/35638253,,,
,暂无评分,,,,,,编剧: 吴旖旎,邓超元 / 张稀也 / 赵尧珂 / 周锐 / 梁振伦 / 陈诗敏 / 李星辰 / 周麟嘉 / 孙绍龙 / 王九龙更多...,类型: 爱情,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-12-08(中国大陆),,集数: 24,单集片长: 45分钟,又名: 傲娇男神住我家,IMDb: tt12585352,人海之中遇见你,https://www.douban.com/doubanapp/dispatch?uri=/tv/35062273,导演: 祝东宁,优酷视频,VIP免费观看
,暂无评分,,,,,,,王一博 / 张艺兴 / 韩庚 / 刘宪华 / 叶音 / 杨凯 / 黄潇 / 乔治 / GoGo Brother / Acky更多...,类型: 纪录片,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-09-23(中国大陆),季数: 4,集数: 10,单集片长: 20,,,这！就是舞者 第四季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35609601,,,
2.7,4613人评价,1.7%,1.7%,3.3%,16.7%,76.7%,编剧: 马昱璇 / 王烃 / 张芷溪,张芷溪 / 佟梦实 / 张墨锡 / 郝泽嘉 / 李若嘉,类型: 爱情 / 古装,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-10-04(中国大陆),,集数: 40,单集片长: 45分钟,又名: 纨绔世子妃,,皎若云间月,https://www.douban.com/doubanapp/dispatch?uri=/tv/30464528,导演: 郭虎 / 任海涛,优酷视频,VIP免费观看
3.9,3659人评价,0.0%,0.0%,24.6%,29.2%,40.0%,编剧: 常佳佳,陈姝君 / 陈品延 / 陈天雨 / 蒋欣奇 / 蔡祥宇 / 刘睿泽 / 孙晓伦 / 李佳臻更多...,类型: 爱情 / 悬疑,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-04-07(中国大陆),,集数: 24,单集片长: 30分钟,又名: Plot Love,,亲爱的柠檬精先生,https://www.douban.com/doubanapp/dispatch?uri=/tv/34954688,导演: 谭友业,优酷视频,VIP免费观看
4.1,4457人评价,3.0%,3.0%,23.9%,41.8%,29.9%,编剧: 邹越,张艺上 / 官鸿 / 王一菲 / 古子成 / 杨泽 / 王艺诺 / 敖子逸 / 谢君豪 / 韩栋更多...,类型: 爱情 / 奇幻 / 古装,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-03-30(中国大陆),,集数: 32,单集片长: 45分钟,又名: 开封志怪 / No Boundary,IMDb: tt13297970,玉昭令 第一季,https://www.douban.com/doubanapp/dispatch?uri=/tv/26901398,导演: 郑伟文,爱奇艺视频,VIP免费观看
4.3,2248人评价,2.2%,2.2%,26.1%,28.4%,35.1%,编剧: 陈小桃,罗正 / 黄日莹,类型: 剧情 / 爱情,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-08-31(中国大陆),,集数: 24,单集片长: 36分钟,,IMDb: tt15365988,春来枕星河,https://www.douban.com/doubanapp/dispatch?uri=/tv/35198680,导演: 麦田,爱奇艺视频,VIP免费观看
4.4,2020人评价,3.8%,3.8%,28.8%,28.8%,32.7%,编剧: 王籽璇 / 孙曼,刘奕畅 / 袁雨萱 / 张思帆 / 许晓诺 / 千喆 / 孙晓伦更多...,类型: 剧情,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-06-16(中国大陆),,集数: 30,单集片长: 45分钟,又名: 网剧不能恋爱的秘密,,不能恋爱的秘密,https://www.douban.com/doubanapp/dispatch?uri=/tv/35131507,导演: 谭友业,,
4.7,2882人评价,1.4%,1.4%,35.1%,27.0%,25.7%,编剧: 王俊,张悦楠、曹峻祥、胡亦瑶、张清、王煜霖、明悦、朱浪、毛祁生、李雅希、寒丰、胡艺,类型: 爱情 / 奇幻,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-04-30(中国大陆),,集数: 16,单集片长: 30分钟,,,奇妙的命运呀,https://www.douban.com/doubanapp/dispatch?uri=/tv/35221015,导演: 曾黄武 / 姜天航,爱奇艺视频,VIP免费观看
4.9,1186人评价,4.7%,4.7%,31.8%,36.5%,18.8%,编剧: 裴元华 / 戴星月 / 刘同,陈子由 / 杨馥羽 / 李熹子 / 朱容君 / 杨棋珺 / 宗峰岩 / 王胜凯更多...,类型: 爱情 / 悬疑 / 武侠 / 古装,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-06-11(中国大陆),,集数: 12,单集片长: 40分钟,,,夜凛神探 第一季,https://www.douban.com/doubanapp/dispatch?uri=/tv/33446326,导演: 苏飞,爱奇艺视频,免费观看
5.3,1767人评价,1.5%,1.5%,40.0%,33.8%,9.2%,编剧: 李嫣然,徐翔 / 马洋 / 梁达伟,类型: 动画,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-07-15(中国大陆),,集数: 12,单集片长: 25分钟,又名: Epic of Divinity Light,,定海浮生录,https://www.douban.com/doubanapp/dispatch?uri=/tv/35259438,导演: 陈成,哔哩哔哩,VIP免费观看
5.3,3379人评价,2.6%,2.6%,44.2%,30.5%,10.5%,,火树,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-01-08(中国大陆),季数: 8,集数: 12,单集片长: 120分钟,又名: 最强大脑第8季,,最强大脑 第八季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35295870,导演: 王运庆,优酷视频,VIP免费观看
5.4,4564人评价,3.4%,3.4%,36.8%,31.0%,12.6%,编剧: 夏菁霞,赖美云 / 吴俊余 / 文竹 / 扈帷 / 覃沁璇 / 区天瑞 / 聂玫 / 白宸溪 / 蒋申 / 郑拓疆 / 桑娜更多...,类型: 剧情 / 喜剧 / 爱情 / 古装,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-07-23(中国大陆),,集数: 24,单集片长: 38分钟,又名: 女王大人别太萌,,我的女主别太萌,https://www.douban.com/doubanapp/dispatch?uri=/tv/35251315,导演: 麦田,腾讯视频,VIP免费观看
5.5,1058人评价,4.4%,4.4%,33.8%,33.8%,8.8%,编剧: 赵林,刘美彤 / 文力 / 关畅 / 倪寒尽 / 文渝淇 / 韩雨彤 / 周子悦 / 常晋 / 林濛 / 安钦夫更多...,类型: 爱情 / 古装,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-09-19(中国大陆),,集数: 20,单集片长: 10分钟,又名: 金小气家族：花城热恋 / 金小气家族 第一季,,金小气家族,https://www.douban.com/doubanapp/dispatch?uri=/tv/35587434,导演: 何佳男,芒果TV,免费观看
5.5,2376人评价,16.3%,16.3%,28.7%,13.8%,28.7%,编剧: 阿蒙,郭俊辰 / 康宁 / 何美璇 / 区天瑞 / 魏天浩 / 李明峻 / 宗元圆 / 陈政阳 / 吴曼思 / 董春辉 / 赵子麒更多...,类型: 剧情 / 爱情 / 古装,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-08-22(中国大陆),,集数: 32,单集片长: 37分钟,,,百灵潭,https://www.douban.com/doubanapp/dispatch?uri=/tv/35197727,导演: 黄纯,芒果TV,VIP免费观看
5.6,4205人评价,2.8%,2.8%,43.0%,29.6%,6.7%,,马頔 / 仁科 / 茂涛 / 邓紫棋 / 王源 / 李雪琴 / 朴树更多...,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-08-14(中国大陆),季数: 5,集数: 10,,又名: 明日之子5 / 明日之子 第五季 / 明日之子少年民谣季,,明日创作计划,https://www.douban.com/doubanapp/dispatch?uri=/tv/35236742,,,
6.1,3061人评价,13.9%,13.9%,33.0%,20.9%,12.2%,编剧: 彭易颖 / 韩雨婷 / 班笑阳 / 潘晨 / 丛振宇 / 孙静雅 / 李可,郭子凡 / 李墨之 / 彭楚粤 / 毛娜 / 刘胤君 / 王雨 / 盛朗熙更多...,类型: 爱情 / 古装,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-11-22(中国大陆),,集数: 24,单集片长: 45分钟,,,许纯纯的茶花运,https://www.douban.com/doubanapp/dispatch?uri=/tv/35248697,导演: 吴强,爱奇艺视频,VIP免费观看
6.6,1617人评价,6.5%,6.5%,56.5%,6.5%,2.2%,,,类型: 纪录片 / 短片,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-11-16(中国大陆),,集数: 6,单集片长: 15,,,生活的减法,https://www.douban.com/doubanapp/dispatch?uri=/tv/35668446,导演: 洪家春,,
7.5,4521人评价,15.4%,15.4%,32.1%,2.9%,1.3%,,谢霆锋 / 苏炳添 / 高圆圆 / 杨超越 / 丁真珍珠,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-11-19(中国大陆),,集数: 10,单集片长: 60分钟,又名: 百姓锋味,,百姓的味道,https://www.douban.com/doubanapp/dispatch?uri=/tv/35559555,导演: 陈尔青,优酷视频,免费观看
7.7,550人评价,18.5%,18.5%,28.2%,1.6%,0.0%,,,类型: 纪录片,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-08-12(中国大陆),,集数: 6,,,,中流顶住,https://www.douban.com/doubanapp/dispatch?uri=/tv/35561517,,哔哩哔哩,免费观看
8.3,2624人评价,29.6%,29.6%,12.9%,1.3%,0.4%,,饼叔,类型: 纪录片,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-10-06(中国大陆),,集数: 6,单集片长: 30分钟,,,小城夜食记2,https://www.douban.com/doubanapp/dispatch?uri=/tv/35611084,,哔哩哔哩,免费观看
,暂无评分,,,,,,编剧: 发飙的蜗牛 / 暗魔师 / 妖凰大人,钟巍 / Akira明 / 张妮 / Mace / 张博恒 / 小伊 / 默伶 / 冷泉夜月 / kinsen / 芥末 / 季骜杰 / 烈之流星更多...,类型: 动作 / 动画 / 奇幻 / 冒险 / 武侠 / 古装,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-06-28(中国大陆),,集数: 96,单集片长: 8分钟,又名: Wonderland Ⅴ,,万界仙踪 第5季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35506672,导演: 茶白,,
,暂无评分,,,,,,编剧: 李豪凌,杨天翔 / 苏尚卿 / 李诗萌,,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-10-10(中国大陆),,,单集片长: 7分钟,又名: 时光代理人 小剧场 / The Daily Life in Lightime,,时光照相馆的日常,https://www.douban.com/doubanapp/dispatch?uri=/tv/35663580,导演: 李豪凌,,
,暂无评分,,,,,,,李现,类型: 科幻 / 悬疑,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-08-24(中国大陆),,集数: 6,单集片长: 6分钟,又名: 11LEFT,,剩下的11个,https://www.douban.com/doubanapp/dispatch?uri=/tv/35296323,导演: 林博,,
5.0,2847人评价,9.2%,9.2%,23.8%,33.8%,23.1%,编剧: 孙浩洋 / 乔一峰,张慧雯 / 吴希泽 / 牛子藩 / 陈芳彤 / 乔振宇 / 李宏毅 / 王子璇 / 赵达 / 田理更多...,类型: 剧情 / 爱情 / 古装,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-11-29(中国大陆),,集数: 24,单集片长: 45分钟,,IMDb: tt13298044,一片冰心在玉壶,https://www.douban.com/doubanapp/dispatch?uri=/tv/34930848,导演: 赵锦焘 / 武文光,优酷视频,VIP免费观看
5.3,2847人评价,7.0%,7.0%,38.6%,38.6%,8.8%,编剧: 张璐 / 包尔沁 / 杨秀丽 / 李新雨,李歌洋 / 陈芳彤 / 龚锐 / 温茉言 / 任运杰 / 罗奕 / 李扬 / 涂滨滨 / 徐樱洛 / 张星禾 / 邵逸凡更多...,类型: 爱情,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-01-20(中国大陆),,集数: 24,单集片长: 30分钟,,IMDb: tt13885474,原来时光都记得,https://www.douban.com/doubanapp/dispatch?uri=/tv/34670215,导演: 韩曾光,优酷视频,VIP免费观看
6.0,8095人评价,6.4%,6.4%,41.4%,19.2%,9.1%,,罗永浩 / 王源 / 张亚东 / 大张伟 / 陈粒 / 刘柏辛 / 荒井十一 / 满江 / 金海心 / 江美琪 / 闫泽欢 / 陆虎 / 金池 / 嵇嘉禾 / 李莎旻子 / 萨吉 / 张婉清 / 孟慧圆 / 曹杨 / 裘德 / 陈婧霏 / 吴佩岭 / 王心怡 / 陈楚生 / 魏然 / 王笠人 / 胡海泉 / 鲁怀德 / 凡宇 / 何亮辰 / 蒋凡 / 邓见超 / 赵骏 / 彭席彦 / 何炅更多...,类型: 音乐 / 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-04-23(中国大陆),,集数: 13,,又名: The Treasure,,谁是宝藏歌手,https://www.douban.com/doubanapp/dispatch?uri=/tv/35412360,导演: 刘源 (总导演),芒果TV,VIP免费观看
6.1,1843人评价,7.9%,7.9%,44.4%,23.8%,3.2%,编剧: 萨拉雷,,类型: 动画,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-01-22(中国大陆),,集数: 10,单集片长: 15分钟,,,长剑风云,https://www.douban.com/doubanapp/dispatch?uri=/tv/35170355,导演: 韦琪,哔哩哔哩,VIP免费观看
6.3,1831人评价,9.2%,9.2%,49.4%,19.5%,1.1%,编剧: 杨学会 / 尹守国 / 王望之,赵本山 / 范伟 / 闫学晶 / 李静 / 宋小宝 / 王小宝 / 林更新 / 孙小飞 / 杨树林 / 程野 / 张小飞 / 贺美玲 / 赵珈萱 / 朱星澎 / 李戈 / 王娟 / 唐娜 / 陈昆仑 / 张洪溪 / 雷婷更多...,类型: 喜剧,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-05-01(中国大陆),,集数: 40,单集片长: 41分钟,,IMDb: tt16925372,刘老根4,https://www.douban.com/doubanapp/dispatch?uri=/tv/35196859,导演: 赵本山 / 孙博 / 成红,优酷视频,VIP免费观看
6.2,6950人评价,17.9%,17.9%,26.6%,16.8%,15.3%,,关晓彤 / 李易峰 / 林更新 / 秦霄贤 / 唐九洲 / 赵又廷更多...,类型: 悬疑 / 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-09-24(中国大陆),,集数: 10,,,,最后的赢家,https://www.douban.com/doubanapp/dispatch?uri=/tv/35231926,,,
6.4,5878人评价,14.8%,14.8%,35.2%,16.4%,8.6%,编剧: 仲宁 / 王悦儿,李婷婷 / 姚弛 / 李俊霆 / 许清雅 / 李则慧 / 张樟 / 熊稳稳 / 张航瑜 / 彭雅琦 / 罗辑更多...,类型: 剧情,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-06-11(中国大陆),,集数: 24,单集片长: 32分钟,又名: 网剧放学别走,,放学别走,https://www.douban.com/doubanapp/dispatch?uri=/tv/34771989,导演: 黄元达,优酷视频,VIP免费观看
6.8,857人评价,10.7%,10.7%,46.7%,9.0%,1.6%,编剧: 夜十一 / 陈伟凡 / 赫连凯 / 鄢豪辉,陈凯颖 / 杨剑勐 / 叶秋儿 / 吴美仪 / 雷小米 / 梁壁荧 / 卢家勇 / 魏青年 / 傅力璇更多...,类型: 剧情 / 喜剧 / 科幻,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-10-04(中国大陆),,集数: 12,单集片长: 10分钟,又名: 异能管理局 / 谁？异能者Ⅰ / 谁？异能者1 / Ability Bureau / Radioactive,,谁？异能者,https://www.douban.com/doubanapp/dispatch?uri=/tv/35300085,导演: 夜十一,哔哩哔哩,VIP免费观看
7.0,1230人评价,11.5%,11.5%,38.2%,12.2%,0.0%,,西川 / 鲁大东 / 郦波 / 杨雨 / 韩松落,类型: 纪录片,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-11-23(中国大陆),,集数: 5,单集片长: 50分钟,,,跟着唐诗去旅行,https://www.douban.com/doubanapp/dispatch?uri=/tv/27182687,导演: 李文举,央视频,VIP免费观看
7.6,3961人评价,27.0%,27.0%,23.3%,4.4%,4.4%,,宋小宝 / 宋晓峰 / 文松 / 杨树林 / 田娃 / 周云鹏 / 张嘉倪 / 李斯丹妮 / 李雪琴更多...,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-06-12(中国大陆),,集数: 10,单集片长: 100分钟,,,象牙山爱逗团,https://www.douban.com/doubanapp/dispatch?uri=/tv/35401283,,优酷视频,VIP免费观看
7.7,483人评价,23.2%,23.2%,23.2%,5.3%,1.1%,,秦隽哲,类型: 纪录片 / 传记 / 历史,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-11(中国大陆),,集数: 5,单集片长: 25分钟,,,岳飞,https://www.douban.com/doubanapp/dispatch?uri=/tv/35691889,,优酷视频,VIP免费观看
8.1,4200人评价,30.4%,30.4%,21.1%,2.7%,0.0%,,周迅 / 柳翰雅 / 李雪琴 / 井柏然 / 周雨彤 / 杨丞琳 / 彭昱畅 / 周深 / 窦靖童更多...,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-12-08(中国大陆),,集数: 7,单集片长: 60分钟,,,很高兴认识你 第二季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35613349,,,
8.7,4409人评价,48.1%,48.1%,11.1%,0.0%,0.0%,,,类型: 纪录片,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-02-18(中国大陆),季数: 3,集数: 8,单集片长: 45分钟,,,小主安康-宠物医院3,https://www.douban.com/doubanapp/dispatch?uri=/tv/35352386,,哔哩哔哩,VIP免费观看
9.0,1731人评价,59.6%,59.6%,7.1%,0.0%,0.8%,,蔡灼瑜 / 林俊龙 / 徐梦浩 / 杜国豪 / 段润芝 / 沈艳更多...,类型: 纪录片,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-06-02(中国大陆),,集数: 7,单集片长: 30分钟,,,新兵请入列,https://www.douban.com/doubanapp/dispatch?uri=/tv/35471406,导演: 赵云泽 / 张鑫 / 江静 / 王佳音,腾讯视频,VIP免费观看
9.0,3146人评价,60.8%,60.8%,5.9%,1.4%,0.3%,,董卿 / 张桂梅 / 莫言 / 武磊 / 周迅 / 苏童 / 林占禧 / 周建平 / 李宇春 / 康辉 / 罗翔更多...,类型: 脱口秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-09-18(中国大陆),季数: 3,集数: 12,单集片长: 90分钟,又名: 朗读者第三季,,朗读者 第三季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35567657,导演: 董卿,哔哩哔哩,VIP免费观看
9.1,2558人评价,58.8%,58.8%,2.2%,0.4%,0.4%,,陈晓楠,类型: 纪录片,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-10-13(中国大陆),,集数: 7,单集片长: 40分钟,又名: Talk to her,,和陌生人说话 第四季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35624558,导演: 季业,腾讯视频,VIP免费观看
,暂无评分,,,,,,编剧: 发飙的蜗牛 / 暗魔师 / 於添,苏尚卿 / 柳知萧 / 张妮 / 钟巍 / 柳川鱼 / 冷泉夜月 / 默伶 / Akira明 / 蘭雨馨 / 徐翔 / 朱婧 / 烈之流星 / 大梨更多...,类型: 动作 / 动画 / 奇幻 / 冒险,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-10-30(中国大陆),季数: 5,集数: 52,单集片长: 7分钟,又名: Tales of Demons and Gods 5th Season,,妖神记 第五季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35639862,导演: 芹菜 / 叶老酒,腾讯视频,VIP免费观看
,暂无评分,,,,,,编剧: 周沫,李菲,类型: 剧情 / 古装,制片国家/地区: 中国大陆,语言: 汉语普通话,,,集数: 25,单集片长: 2分钟,,,这个少侠有点冷,https://www.douban.com/doubanapp/dispatch?uri=/tv/35794109,导演: 周潇,优酷视频,免费观看
4.5,2594人评价,1.5%,1.5%,26.7%,39.7%,23.7%,,刘聪 / 谢帝 / 法老 / 刘嘉裕 / 胡彦斌 / 龚琳娜 / 吴克群 / 尤长靖 / 朱婧汐 / 单依纯更多...,类型: 音乐 / 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-07-18(中国大陆),,集数: 12,单集片长: 110分钟,又名: 说唱听我的2,,说唱听我的 第二季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35432385,导演: 严典雅 / 陈智雄,芒果TV,VIP免费观看
4.5,3060人评价,3.3%,3.3%,24.6%,49.2%,18.0%,编剧: 朱心怡 / 王耀 / 徐不知,万鹏 / 张耀 / 刘昱晗 / 雨婷儿 / 彭宇 / 王佳玉 / 安冬 / 叶可儿 / 符骞文更多...,类型: 爱情 / 古装,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-04-11(中国大陆),,集数: 32,单集片长: 40分钟,,,白玉思无瑕,https://www.douban.com/doubanapp/dispatch?uri=/tv/34930764,导演: 彭宇,芒果TV,VIP免费观看
5.0,3897人评价,1.8%,1.8%,38.0%,31.3%,16.9%,,蔡康永 / 李沁 / 魏晨 / 段星星 / 大王 / 刘人语更多...,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-09-14(中国大陆),,集数: 10,,,,机智的恋爱,https://www.douban.com/doubanapp/dispatch?uri=/tv/35465397,,爱奇艺视频,VIP免费观看
5.2,4787人评价,2.9%,2.9%,41.5%,24.0%,17.5%,,韩红 / 刘柏辛 / 单依纯 / 宋雨琦 / 安崎 / 毛衍七 / 陆柯燃 / 吴宣仪 / 郭颖 / 陈卓璇 / 周洁琼更多...,类型: 音乐 / 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-08-05(中国大陆),,集数: 12,单集片长: 90-120分钟,,,爆裂舞台,https://www.douban.com/doubanapp/dispatch?uri=/tv/35231854,,爱奇艺视频,VIP免费观看
5.4,1701人评价,4.6%,4.6%,39.1%,33.3%,10.3%,,陈泽 / 王珮寒 / 李砚 / 宗沐一 / 陈思宇 / 苏宇航 / 赵燕国彰 / 白希更多...,类型: 剧情 / 爱情,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-08-20(中国大陆),,集数: 24,单集片长: 28分钟,,,试婚99天,https://www.douban.com/doubanapp/dispatch?uri=/tv/35240293,导演: 罗澎 / 陈川,爱奇艺视频,VIP免费观看
5.4,6213人评价,4.6%,4.6%,37.8%,24.7%,15.1%,,邓紫棋 / 陈建斌 / 魏大勋 / 李诞 / 曾可妮 / 杨笠更多...,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-01-06(中国大陆),,集数: 30,,,,同一屋檐下,https://www.douban.com/doubanapp/dispatch?uri=/tv/35172526,导演: 黄斌,优酷视频,VIP免费观看
5.9,13755人评价,2.2%,2.2%,55.9%,20.9%,3.0%,编剧: 牛欣炜 / 罗四维,余男 / 邢佳栋 / 王薇 / 袁福福 / 高玉玺 / 张月 / 崔宝月更多...,类型: 剧情 / 犯罪,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-06-21(中国大陆),,集数: 16,单集片长: 36分钟,,,谎言真探,https://www.douban.com/doubanapp/dispatch?uri=/tv/30358150,导演: 张思庆,芒果TV,VIP免费观看
6.2,6283人评价,6.4%,6.4%,49.6%,17.7%,5.0%,编剧: 李泊龙,徐新驰 / 陈沐 / 王悦伊 / 王一钧 / 魏尊 / 杨皓羽 / 文哲 / 董子凡 / 徐思祁 / 上官喜爱更多...,类型: 剧情 / 爱情,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-09-04(中国大陆),,集数: 24,单集片长: 30分钟,,,最好的朋友,https://www.douban.com/doubanapp/dispatch?uri=/tv/35583266,导演: 李泊龙,哔哩哔哩,VIP免费观看
6.3,1405人评价,11.8%,11.8%,34.1%,18.8%,8.2%,编剧: 于奥 / 周铁男 / 舒奕澄,彭尧 / 褚珺 / 白雪岑 / 阎萌萌 / 赵述仁 / 范哲琛 / 边江 / 齐斯伽 / 张磊 / 赵毅 / 杨默 / 王凯 / 李璐 / 林兰 / 邱秋 / 郭政建 / 汤水雨 / 四刀辉彰 / 关心 / 张忆翔更多...,类型: 剧情 / 动作 / 动画 / 悬疑 / 奇幻,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-05-12(中国大陆),,集数: 21,单集片长: 25,又名: 换世门生 第二季 / 换世门生2,,画江湖之换世门生 第二季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35459980,导演: 刘阔 / 周飞龙,优酷视频,VIP免费观看
7.3,1688人评价,24.8%,24.8%,31.4%,6.5%,5.9%,编剧: 钱林森,张桐 / 应昊茗 / 牟星,类型: 剧情 / 动作 / 战争,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-04-18(中国大陆),,集数: 32,单集片长: 45分钟,,,绝密使命,https://www.douban.com/doubanapp/dispatch?uri=/tv/35202648,导演: 白涛,腾讯视频,VIP免费观看
8.2,5012人评价,26.4%,26.4%,17.1%,1.0%,0.0%,,,类型: 纪录片,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-06-22(中国大陆),季数: 4,集数: 10,单集片长: 10分钟,,,风味原产地·贵阳,https://www.douban.com/doubanapp/dispatch?uri=/tv/35499064,导演: 胡志堂,腾讯视频,VIP免费观看
8.5,600人评价,40.0%,40.0%,11.1%,1.1%,0.0%,,,类型: 动画 / 历史,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-10-17(中国大陆),季数: 7,集数: 12,单集片长: 7分钟,又名: 如果历史是一群喵 隋唐风云篇,,如果历史是一群喵 第七季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35605953,导演: 肥志,哔哩哔哩,免费观看
4.5,4234人评价,0.0%,0.0%,37.3%,32.0%,24.0%,编剧: 大菠萝 / 胡慧 / 钱小迅,陈靖可 / 严智超 / 郭耘奇 / 朱丹妮 / 辛瑞琪 / 丁嘉文 / 钟伟伦更多...,类型: 爱情,制片国家/地区: 中国大陆,语言: 汉语普通话,2021-03-30(中国大陆),,集数: 30,单集片长: 35分钟,,,原来你是这样的顾先生,https://www.douban.com/doubanapp/dispatch?uri=/tv/34935187,导演: 马洪文 / 李典,腾讯视频,VIP免费观看
