score,review,5star,4star,3star,2star,1star,director,writer,actor,genre,country,language,Premiere,season,Episode,Episode Length,aka,IMDb,name,link-href,channel,permission
8.9,3308人评价,67.2%,67.2%,3.3%,1.6%,4.9%,,,罗云熙 / 张骏 / 王祺 / 周斐,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-12-24(中国大陆),,集数: 7,单集片长: 20分钟,,,魔熙先生 第三季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35265216,,
7.8,11228人评价,24.3%,24.3%,21.5%,6.6%,1.0%,,,李诚儒 / 边江 / 吴磊 / 于正 / 徐娇 / 王珍亮 / 陈烨林 / 陈张太康 / 菜藏 / 大昕 / 郭鸿博 / 谷江山 / 高凯 / 高其昌 / 胡良伟 / 胡亚捷 / 姜峰 / 锦鲤 / 靖佩瑶 / 林布 / 李翰林 / 雷皓翔 / 李兰陵 / 刘明月 / 吕书君 / 马正阳 / 胖雪人 / 孙郎朗 / 瞳音 / 歪歪 / 吴晛 / 肖璟 / 小忻 / 叶筱玮 / 郑鹏 / 赵乾景 / 张思王之 / 赵弈钦 / 张萌 / 姜广涛 / 谢添天 / 叶清 / 黄莺 / 贾乃亮 / 吕艳婷 / 冯骏骅 / 季冠霖 / 娄艺潇 / 任敏 / 杨雪 / 沈磊 / 赵岭 / 藤新 / 宝木中阳 / 郭浩然 / 柯暮卿更多...,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-12-19(中国大陆),,集数: 10,单集片长: 180分钟,,IMDb: tt18952896,我是特优声,https://www.douban.com/doubanapp/dispatch?uri=/tv/35278987,哔哩哔哩,VIP免费观看
9.6,11732人评价,80.8%,80.8%,1.6%,0.0%,0.2%,导演: 谢梦茜,,陈丹青,类型: 脱口秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-01-08(中国大陆),,集数: 12,单集片长: 28分钟,又名: 局部3,,局部 第三季,https://www.douban.com/doubanapp/dispatch?uri=/tv/33406300,优酷视频,免费观看
6.0,58991人评价,11.3%,11.3%,39.9%,24.8%,6.9%,导演: 刘飚,编剧: 路怡,周迅 / 黄觉 / 惠英红 / 赵雅芝 / 金士杰 / 童瑶 / 曲高位 / 蔡雅同 / 蒋昀霖 / 陈思诺 / 曾一萱 / 刘白沙 / 康福震 / 阳博 / 陈芷琰 / 郭铁城 / 海一天 / 迟蓬 / 马维福 / 孙磊 / 赵雅莉更多...,类型: 犯罪,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-03-27(中国大陆),,集数: 22,单集片长: 35分钟,又名: 母亲中国版 / 第三种人类,IMDb: tt11840972,不完美的她,https://www.douban.com/doubanapp/dispatch?uri=/tv/33446498,爱奇艺视频,VIP免费观看
6.0,58991人评价,11.3%,11.3%,39.9%,24.8%,6.9%,导演: 刘飚,编剧: 路怡,周迅 / 黄觉 / 惠英红 / 赵雅芝 / 金士杰 / 童瑶 / 曲高位 / 蔡雅同 / 蒋昀霖 / 陈思诺 / 曾一萱 / 刘白沙 / 康福震 / 阳博 / 陈芷琰 / 郭铁城 / 海一天 / 迟蓬 / 马维福 / 孙磊 / 赵雅莉更多...,类型: 犯罪,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-03-27(中国大陆),,集数: 22,单集片长: 35分钟,又名: 母亲中国版 / 第三种人类,IMDb: tt11840972,不完美的她,https://www.douban.com/doubanapp/dispatch?uri=/tv/33446498,腾讯视频,VIP免费观看
6.0,58991人评价,11.3%,11.3%,39.9%,24.8%,6.9%,导演: 刘飚,编剧: 路怡,周迅 / 黄觉 / 惠英红 / 赵雅芝 / 金士杰 / 童瑶 / 曲高位 / 蔡雅同 / 蒋昀霖 / 陈思诺 / 曾一萱 / 刘白沙 / 康福震 / 阳博 / 陈芷琰 / 郭铁城 / 海一天 / 迟蓬 / 马维福 / 孙磊 / 赵雅莉更多...,类型: 犯罪,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-03-27(中国大陆),,集数: 22,单集片长: 35分钟,又名: 母亲中国版 / 第三种人类,IMDb: tt11840972,不完美的她,https://www.douban.com/doubanapp/dispatch?uri=/tv/33446498,央视频,VIP免费观看
5.4,22538人评价,3.4%,3.4%,43.1%,31.7%,9.4%,导演: 杨苗,编剧: 杨苗 / 李永勤 / 王宇琼,宋洋 / 袁文康 / 尤靖茹 / 焦刚 / 李九霄 / 宋宁峰 / 秦语 / 贺鹏 / 吴国华 / 张弘毅 / 孙振鹏 / 宋乃刚 / 廖银玥 / 钱波 / 王龙正 / 杜志国更多...,类型: 剧情 / 悬疑 / 犯罪,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-08-18(中国大陆),,集数: 12,单集片长: 45分钟,又名: 夜雨雾,IMDb: tt12477934,非常目击,https://www.douban.com/doubanapp/dispatch?uri=/tv/30291081,爱奇艺视频,VIP免费观看
6.6,1769人评价,11.2%,11.2%,47.7%,14.0%,1.9%,导演: 管振宇,编剧: 阿达,黑石稔 / 冯骏骅 / 鬼月 / 赵洋 / 万苏婉 / 王宇航 / 鹏小胖 / 罗丕梁更多...,类型: 动画 / 奇幻,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-05-27(中国大陆),季数: 4,集数: 12,单集片长: 18分钟,又名: 全职法师4 / Full-Time Magister 4,,全职法师 第四季,https://www.douban.com/doubanapp/dispatch?uri=/tv/34943568,腾讯视频,VIP免费观看
7.0,21800人评价,9.6%,9.6%,45.3%,5.2%,1.8%,导演: 胡悦,,何炅 / 王嘉尔 / 魏大勋 / 董岩磊 / 铭亮,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-04-28(中国大陆),季数: 6,集数: 10,单集片长: 85分钟,又名: 拜托了冰箱(中国版) 第六季 / Go Fridge! Season 6 / Go Fridge Ⅵ,IMDb: tt14848318,拜托了冰箱 第六季,https://www.douban.com/doubanapp/dispatch?uri=/tv/34431574,腾讯视频,VIP免费观看
5.0,11686人评价,2.9%,2.9%,39.2%,34.7%,14.7%,导演: 刘利辉,,黄晓明 / 赵丽颖 / 张亮 / 林述巍 / 李浩菲,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-07-31(中国大陆),,集数: 12,单集片长: 93分钟,又名: 中餐厅4 / China Restaurant Season 4,,中餐厅 第四季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35070918,芒果TV,免费观看
5.9,11419人评价,4.2%,4.2%,55.2%,20.8%,4.2%,导演: 胡储玺 / 王方允,编剧: 许敌 / 陆建,王青 / 刘怡潼 / 李欣燃 / 彭静 / 闫鹏 / 靳梦楠更多...,类型: 爱情,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-04-10(中国大陆),,集数: 12,单集片长: 32分钟,又名: 看不清的真相 / The Truth,IMDb: tt12193104,凶案现场,https://www.douban.com/doubanapp/dispatch?uri=/tv/30484515,爱奇艺视频,VIP免费观看
8.4,2197人评价,34.6%,34.6%,12.1%,0.0%,0.0%,导演: 木头,,藤新 Xin Teng / 张震 Zhen Zhang,类型: 动画,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-10-14(中国大陆),季数: 2,集数: 12,单集片长: 6分钟,又名: 万圣街动画 第二季,,万圣街2,https://www.douban.com/doubanapp/dispatch?uri=/tv/35223960,腾讯视频,VIP免费观看
8.4,2197人评价,34.6%,34.6%,12.1%,0.0%,0.0%,导演: 木头,,藤新 Xin Teng / 张震 Zhen Zhang,类型: 动画,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-10-14(中国大陆),季数: 2,集数: 12,单集片长: 6分钟,又名: 万圣街动画 第二季,,万圣街2,https://www.douban.com/doubanapp/dispatch?uri=/tv/35223960,哔哩哔哩,VIP免费观看
9.4,8119人评价,74.0%,74.0%,2.8%,0.2%,0.0%,导演: 徐欢 / 张越佳 / 汪哲 / 崔宇 / 潘懿 / 祝捷 / 冯雷 / 丁曼文 / 车钰 / 寇慧文 / 汪隆,,,类型: 纪录片 / 短片,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-06-13(中国大陆),季数: 3,集数: 25,单集片长: 5分钟,,,如果国宝会说话 第三季,https://www.douban.com/doubanapp/dispatch?uri=/tv/27620914,腾讯视频,免费观看
9.4,8119人评价,74.0%,74.0%,2.8%,0.2%,0.0%,导演: 徐欢 / 张越佳 / 汪哲 / 崔宇 / 潘懿 / 祝捷 / 冯雷 / 丁曼文 / 车钰 / 寇慧文 / 汪隆,,,类型: 纪录片 / 短片,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-06-13(中国大陆),季数: 3,集数: 25,单集片长: 5分钟,,,如果国宝会说话 第三季,https://www.douban.com/doubanapp/dispatch?uri=/tv/27620914,哔哩哔哩,VIP免费观看
9.4,8119人评价,74.0%,74.0%,2.8%,0.2%,0.0%,导演: 徐欢 / 张越佳 / 汪哲 / 崔宇 / 潘懿 / 祝捷 / 冯雷 / 丁曼文 / 车钰 / 寇慧文 / 汪隆,,,类型: 纪录片 / 短片,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-06-13(中国大陆),季数: 3,集数: 25,单集片长: 5分钟,,,如果国宝会说话 第三季,https://www.douban.com/doubanapp/dispatch?uri=/tv/27620914,央视频,VIP免费观看
,暂无评分,,,,,,导演: 黄俊铭 / 胡丹,,祖晴 / 梁颖,类型: 剧情 / 喜剧 / 动画,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-07-17(中国大陆),,集数: 60,单集片长: 15分钟,又名: 喜羊羊与灰太狼之羊村守护者3,,喜羊羊与灰太狼之异国大营救,https://www.douban.com/doubanapp/dispatch?uri=/tv/35131116,腾讯视频,VIP免费观看
,暂无评分,,,,,,导演: 黄俊铭 / 胡丹,,祖晴 / 梁颖,类型: 剧情 / 喜剧 / 动画,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-07-17(中国大陆),,集数: 60,单集片长: 15分钟,又名: 喜羊羊与灰太狼之羊村守护者3,,喜羊羊与灰太狼之异国大营救,https://www.douban.com/doubanapp/dispatch?uri=/tv/35131116,芒果TV,免费观看
,暂无评分,,,,,,导演: 黄俊铭 / 胡丹,,祖晴 / 梁颖,类型: 剧情 / 喜剧 / 动画,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-07-17(中国大陆),,集数: 60,单集片长: 15分钟,又名: 喜羊羊与灰太狼之羊村守护者3,,喜羊羊与灰太狼之异国大营救,https://www.douban.com/doubanapp/dispatch?uri=/tv/35131116,优酷视频,VIP免费观看
6.2,23203人评价,32.6%,32.6%,19.4%,19.4%,21.1%,导演: 张力川,编剧: 西小芹 / 李丽莎 / 简白 / 辛晓阳,杨超越 / 许魏洲 / 施诗 / 李嘉铭 / 姜梓新 / 刘淼麟 / 钟祺 / 周俐葳 / 李建 / 曹卫宇 / 胡小庭 / 寇振海 / 归亚蕾 / 陈翊曈 / 许家乐 / 姜雁如更多...,类型: 剧情 / 爱情,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-08-28(中国大陆),,集数: 24,单集片长: 40分钟,又名: 浪漫满屋 / 新浪漫满屋 / 心动满屋,IMDb: tt11307038,仲夏满天心,https://www.douban.com/doubanapp/dispatch?uri=/tv/6710009,芒果TV,免费观看
6.2,23203人评价,32.6%,32.6%,19.4%,19.4%,21.1%,导演: 张力川,编剧: 西小芹 / 李丽莎 / 简白 / 辛晓阳,杨超越 / 许魏洲 / 施诗 / 李嘉铭 / 姜梓新 / 刘淼麟 / 钟祺 / 周俐葳 / 李建 / 曹卫宇 / 胡小庭 / 寇振海 / 归亚蕾 / 陈翊曈 / 许家乐 / 姜雁如更多...,类型: 剧情 / 爱情,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-08-28(中国大陆),,集数: 24,单集片长: 40分钟,又名: 浪漫满屋 / 新浪漫满屋 / 心动满屋,IMDb: tt11307038,仲夏满天心,https://www.douban.com/doubanapp/dispatch?uri=/tv/6710009,腾讯视频,VIP免费观看
6.7,26280人评价,10.5%,10.5%,41.8%,11.1%,3.9%,导演: 余庆,编剧: 余庆,蒋勤勤 / 周游 / 田小洁 / 董畅 / 张植绿 / 谭凯 / 刘之冰 / 谢宏涛 / 司雯嘉 / 许潇晗 / 马驰 / 赵多娜 / 张何昊臻 / 白妤霏更多...,类型: 剧情 / 悬疑 / 犯罪,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-12-11(中国大陆),,集数: 24,单集片长: 45分钟,,IMDb: tt13618732,迷雾追踪,https://www.douban.com/doubanapp/dispatch?uri=/tv/34779682,优酷视频,VIP免费观看
5.5,23656人评价,6.3%,6.3%,42.6%,28.4%,10.4%,导演: 戴小哲,编剧: 潘晓晨,胡一天 / 乔欣 / 郑好 / 钟祺 / 尹智玄 / 胡浩博 / 王大宇 / 刘晓晔 / 王亦凡 / 任彬 / 胡龄萌 / 王翌舟 / 王瑞子 / 张耀宇 / 向皓 / 常凯宁 / 钟轩凯 / 王星越 / 巴丽娜更多...,类型: 剧情 / 爱情,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-12-02(中国大陆),,集数: 40,单集片长: 45分钟,,IMDb: tt13568876,小风暴之时间的玫瑰,https://www.douban.com/doubanapp/dispatch?uri=/tv/34880044,腾讯视频,VIP免费观看
5.9,28655人评价,7.3%,7.3%,42.7%,21.9%,8.2%,导演: 五百 / 别克,编剧: 黄晖 / 杨宏 / 刘雪萍 / 全颖,黄轩 / 陈赫 / 杨采钰 / 李溪芮 / 张洪睿 / 林栋甫 / 姚安濂 / 迟志强 / 王砚辉 / 王龙正更多...,类型: 剧情 / 动作,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-10-09(中国大陆),,集数: 57,单集片长: 45分钟,又名: Sniper,IMDb: tt11237916,瞄准,https://www.douban.com/doubanapp/dispatch?uri=/tv/30279835,腾讯视频,VIP免费观看
5.9,28655人评价,7.3%,7.3%,42.7%,21.9%,8.2%,导演: 五百 / 别克,编剧: 黄晖 / 杨宏 / 刘雪萍 / 全颖,黄轩 / 陈赫 / 杨采钰 / 李溪芮 / 张洪睿 / 林栋甫 / 姚安濂 / 迟志强 / 王砚辉 / 王龙正更多...,类型: 剧情 / 动作,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-10-09(中国大陆),,集数: 57,单集片长: 45分钟,又名: Sniper,IMDb: tt11237916,瞄准,https://www.douban.com/doubanapp/dispatch?uri=/tv/30279835,爱奇艺视频,VIP免费观看
5.9,28655人评价,7.3%,7.3%,42.7%,21.9%,8.2%,导演: 五百 / 别克,编剧: 黄晖 / 杨宏 / 刘雪萍 / 全颖,黄轩 / 陈赫 / 杨采钰 / 李溪芮 / 张洪睿 / 林栋甫 / 姚安濂 / 迟志强 / 王砚辉 / 王龙正更多...,类型: 剧情 / 动作,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-10-09(中国大陆),,集数: 57,单集片长: 45分钟,又名: Sniper,IMDb: tt11237916,瞄准,https://www.douban.com/doubanapp/dispatch?uri=/tv/30279835,优酷视频,VIP免费观看
5.9,28655人评价,7.3%,7.3%,42.7%,21.9%,8.2%,导演: 五百 / 别克,编剧: 黄晖 / 杨宏 / 刘雪萍 / 全颖,黄轩 / 陈赫 / 杨采钰 / 李溪芮 / 张洪睿 / 林栋甫 / 姚安濂 / 迟志强 / 王砚辉 / 王龙正更多...,类型: 剧情 / 动作,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-10-09(中国大陆),,集数: 57,单集片长: 45分钟,又名: Sniper,IMDb: tt11237916,瞄准,https://www.douban.com/doubanapp/dispatch?uri=/tv/30279835,芒果TV,VIP免费观看
6.4,8213人评价,4.8%,4.8%,60.2%,8.4%,2.8%,导演: 马鸣 / 蔡尧,编剧: 郑雄杰,李璐尔 / 谢楠 / 杨迪 / 邓紫棋 / 范丞丞 / 王琳凯 / 颜如晶 / 周笔畅更多...,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-05-08(中国大陆),,集数: 12,单集片长: 100分钟,,,我要这样生活,https://www.douban.com/doubanapp/dispatch?uri=/tv/35022487,,
7.8,4063人评价,32.3%,32.3%,20.5%,6.8%,3.1%,导演: 朱家骅,,马嘉祺 / 丁程鑫 / 宋亚轩 / 刘耀文 / 张真源 / 严浩翔 / 贺峻霖更多...,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-01-09(中国大陆),,集数: 12,单集片长: 40分钟,,,少年梦游记,https://www.douban.com/doubanapp/dispatch?uri=/tv/34943625,,
8.7,9915人评价,47.8%,47.8%,12.3%,0.5%,0.0%,导演: 周雪 / 赵琳 / 邱霖 / 周文君 / 张一驰 / 谢丛艺,编剧: 卢恒宇 / 谢丛艺 / 黄静 / 贾翔 / 赵翔 / 隋佳林 / 寒舞,乔菲菲 / 皇贞季 / 藤新 / 陈思宇 / 宝木中阳 / 常蓉珊更多...,类型: 动画 / 短片 / 奇幻,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-11-15(中国大陆),,集数: 12,单集片长: 14分钟,,,汉化日记 第二季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35132777,哔哩哔哩,VIP免费观看
4.9,10478人评价,4.7%,4.7%,27.9%,31.8%,24.0%,导演: 赵浚凯,编剧: 赵浚凯 / 辛志海 / 石云凯 / 陈天麒 / 吕诚,欧豪 / 刘晓洁 / 徐洪浩 / 李乃文 / 傅浤鸣 / 杜源 / 顾语涵 / 赵荀 / 夏侯镔 / 杨川北 / 费鲤齐 / 李虹辰 / 谢仙 / 张进 / 于跃 / 杨鹤云 / 李飞 / 刘凌菱 / 沈璐 / 王春宇 / 王伟安 / 安雅萍更多...,类型: 犯罪,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-12-16(中国大陆),,集数: 44,单集片长: 45分钟,又名: The Penalty Zone,IMDb: tt13599000,黑白禁区,https://www.douban.com/doubanapp/dispatch?uri=/tv/34793517,腾讯视频,VIP免费观看
4.9,10478人评价,4.7%,4.7%,27.9%,31.8%,24.0%,导演: 赵浚凯,编剧: 赵浚凯 / 辛志海 / 石云凯 / 陈天麒 / 吕诚,欧豪 / 刘晓洁 / 徐洪浩 / 李乃文 / 傅浤鸣 / 杜源 / 顾语涵 / 赵荀 / 夏侯镔 / 杨川北 / 费鲤齐 / 李虹辰 / 谢仙 / 张进 / 于跃 / 杨鹤云 / 李飞 / 刘凌菱 / 沈璐 / 王春宇 / 王伟安 / 安雅萍更多...,类型: 犯罪,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-12-16(中国大陆),,集数: 44,单集片长: 45分钟,又名: The Penalty Zone,IMDb: tt13599000,黑白禁区,https://www.douban.com/doubanapp/dispatch?uri=/tv/34793517,爱奇艺视频,VIP免费观看
4.9,10478人评价,4.7%,4.7%,27.9%,31.8%,24.0%,导演: 赵浚凯,编剧: 赵浚凯 / 辛志海 / 石云凯 / 陈天麒 / 吕诚,欧豪 / 刘晓洁 / 徐洪浩 / 李乃文 / 傅浤鸣 / 杜源 / 顾语涵 / 赵荀 / 夏侯镔 / 杨川北 / 费鲤齐 / 李虹辰 / 谢仙 / 张进 / 于跃 / 杨鹤云 / 李飞 / 刘凌菱 / 沈璐 / 王春宇 / 王伟安 / 安雅萍更多...,类型: 犯罪,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-12-16(中国大陆),,集数: 44,单集片长: 45分钟,又名: The Penalty Zone,IMDb: tt13599000,黑白禁区,https://www.douban.com/doubanapp/dispatch?uri=/tv/34793517,优酷视频,VIP免费观看
5.6,12544人评价,3.7%,3.7%,50.6%,26.3%,7.0%,导演: 李京东 / 马逸腾,编剧: 李京东 / 黑猫 / 黄磊 / 宋登一 / 赵添天 / 牛兴安,张耀 / 楚月 / 马可 / 董琦 / 兰海蒙 / 黄勐 / 杨诚诚 / 扈天翼 / 梁志港 / 丁嘉丽 / 陶红 / 邢岷山 / 霍青 / 马跃更多...,类型: 悬疑 / 犯罪,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-11-03(中国大陆),,集数: 24,单集片长: 45分钟,又名: 虫探,IMDb: tt13364912,破茧,https://www.douban.com/doubanapp/dispatch?uri=/tv/34911499,优酷视频,VIP免费观看
5.8,25745人评价,8.1%,8.1%,35.7%,25.4%,11.4%,导演: 郭爽 / 杨欢 / 杨泰,编剧: 邵天 / 瞰景 / 程曦 / 孙文,官鸿 / 傅孟柏 / 刘耀元 / 毛毅 / 王茂蕾 / 贾静雯 / 鹤男 / 李立群 / 李嘉琦更多...,类型: 剧情 / 古装,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-04-01(中国大陆),,集数: 48,单集片长: 50分钟,又名: The Sleuth of the Ming Dynasty,IMDb: tt12179254,成化十四年,https://www.douban.com/doubanapp/dispatch?uri=/tv/30361963,爱奇艺视频,VIP免费观看
6.1,14520人评价,5.8%,5.8%,51.7%,18.4%,4.8%,导演: 钟青,编剧: 南镇,赵弈钦 / 厉嘉琪 / 蒲萄 / 庹宗华 / 杨明娜 / 苏泽林 / 樊治欣 / 何美璇 / 程慕轩更多...,类型: 爱情,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-06-17(中国大陆),,集数: 24,单集片长: 47分钟,又名: 我的精分女友,IMDb: tt12470784,99分女朋友,https://www.douban.com/doubanapp/dispatch?uri=/tv/33475999,优酷视频,VIP免费观看
8.7,5957人评价,51.0%,51.0%,14.3%,4.1%,0.0%,,,马嘉祺 / 丁程鑫 / 宋亚轩 / 刘耀文 / 张真源 / 严浩翔 / 贺峻霖 / 朱志鑫 / 苏新皓更多...,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-09-26(中国大陆),季数: 1,集数: 7,单集片长: 90分钟,,,少年ON FIRE,https://www.douban.com/doubanapp/dispatch?uri=/tv/35208373,,
8.8,20361人评价,50.5%,50.5%,10.5%,0.7%,0.3%,导演: 季荦怡 / 余晴,编剧: 韩世珏 / 龚婧媛,大左 / 杨迪 / 陈超 / 陈铭 / 熊浩 / 李松蔚 / 功必扬 / 萨沙 / 钟逸伦 / 唐小强 / 天乐 / 一之濑飞鸟 / 宁大人 / Oo / 欧阳凯 / 阿雷 / 孟杰明更多...,类型: 脱口秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-01-17(中国大陆),,集数: 12,单集片长: 90分钟,又名: Informal Talks,,非正式会谈 第六季,https://www.douban.com/doubanapp/dispatch?uri=/tv/34943032,哔哩哔哩,VIP免费观看
6.7,12540人评价,9.3%,9.3%,49.9%,9.0%,2.9%,导演: 郭勇 / 陈升垚,编剧: 高阳 / 张冰毅 / 张天月,凌飞 / 唐小喜 / 王凯 / 杨婧 / 边江,类型: 动画,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-07-11(中国大陆),,集数: 16,单集片长: 19分钟,又名: Carp Reborn,,元龙 第一季,https://www.douban.com/doubanapp/dispatch?uri=/tv/30409802,哔哩哔哩,VIP免费观看
8.5,1888人评价,39.5%,39.5%,12.6%,0.8%,0.0%,导演: 李金炜,,,类型: 纪录片,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-06-17(中国大陆),,集数: 5,单集片长: 25分钟,,,门捷列夫很忙,https://www.douban.com/doubanapp/dispatch?uri=/tv/35131264,哔哩哔哩,VIP免费观看
8.5,1888人评价,39.5%,39.5%,12.6%,0.8%,0.0%,导演: 李金炜,,,类型: 纪录片,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-06-17(中国大陆),,集数: 5,单集片长: 25分钟,,,门捷列夫很忙,https://www.douban.com/doubanapp/dispatch?uri=/tv/35131264,央视频,免费观看
9.2,20931人评价,67.4%,67.4%,6.7%,0.6%,0.7%,导演: 于蕾,,张国立 / 朱广权 / 靳东 / 张子枫 / 冯小刚 / 富大龙 / 杨紫 / 郭麒麟 / 赵文卓 / 蒋欣 / 许还山 / 沈腾 / 陈建斌 / 刘浩存更多...,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-12-06(中国大陆),,集数: 9,单集片长: 100分钟,,IMDb: tt13789142,国家宝藏 第三季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35075960,腾讯视频,VIP免费观看
9.2,20931人评价,67.4%,67.4%,6.7%,0.6%,0.7%,导演: 于蕾,,张国立 / 朱广权 / 靳东 / 张子枫 / 冯小刚 / 富大龙 / 杨紫 / 郭麒麟 / 赵文卓 / 蒋欣 / 许还山 / 沈腾 / 陈建斌 / 刘浩存更多...,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-12-06(中国大陆),,集数: 9,单集片长: 100分钟,,IMDb: tt13789142,国家宝藏 第三季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35075960,优酷视频,VIP免费观看
9.2,20931人评价,67.4%,67.4%,6.7%,0.6%,0.7%,导演: 于蕾,,张国立 / 朱广权 / 靳东 / 张子枫 / 冯小刚 / 富大龙 / 杨紫 / 郭麒麟 / 赵文卓 / 蒋欣 / 许还山 / 沈腾 / 陈建斌 / 刘浩存更多...,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-12-06(中国大陆),,集数: 9,单集片长: 100分钟,,IMDb: tt13789142,国家宝藏 第三季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35075960,爱奇艺视频,VIP免费观看
9.2,20931人评价,67.4%,67.4%,6.7%,0.6%,0.7%,导演: 于蕾,,张国立 / 朱广权 / 靳东 / 张子枫 / 冯小刚 / 富大龙 / 杨紫 / 郭麒麟 / 赵文卓 / 蒋欣 / 许还山 / 沈腾 / 陈建斌 / 刘浩存更多...,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-12-06(中国大陆),,集数: 9,单集片长: 100分钟,,IMDb: tt13789142,国家宝藏 第三季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35075960,央视频,免费观看
9.2,20931人评价,67.4%,67.4%,6.7%,0.6%,0.7%,导演: 于蕾,,张国立 / 朱广权 / 靳东 / 张子枫 / 冯小刚 / 富大龙 / 杨紫 / 郭麒麟 / 赵文卓 / 蒋欣 / 许还山 / 沈腾 / 陈建斌 / 刘浩存更多...,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-12-06(中国大陆),,集数: 9,单集片长: 100分钟,,IMDb: tt13789142,国家宝藏 第三季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35075960,哔哩哔哩,VIP免费观看
8.1,21586人评价,39.0%,39.0%,19.4%,5.3%,2.3%,,,刘雨昕 / 虞书欣 / 许佳琪 / 喻言 / 谢可寅 / 安崎 / 赵小棠 / 孔雪儿 / 陆柯燃更多...,类型: 真人秀,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-09-04(中国大陆),,集数: 12,单集片长: 80分钟,,,非日常派对,https://www.douban.com/doubanapp/dispatch?uri=/tv/35135433,爱奇艺视频,VIP免费观看
9.0,50131人评价,58.9%,58.9%,7.7%,0.4%,0.1%,导演: 陈晓卿 / 李勇,,李立宏,类型: 纪录片,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-04-26(中国大陆),季数: 2,集数: 8,单集片长: 50分钟,又名: 风味人间2 / Once Upon a Bite 2,IMDb: tt12057382,风味人间 第二季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35014718,咪咕视频,免费观看
9.0,50131人评价,58.9%,58.9%,7.7%,0.4%,0.1%,导演: 陈晓卿 / 李勇,,李立宏,类型: 纪录片,制片国家/地区: 中国大陆,语言: 汉语普通话,2020-04-26(中国大陆),季数: 2,集数: 8,单集片长: 50分钟,又名: 风味人间2 / Once Upon a Bite 2,IMDb: tt12057382,风味人间 第二季,https://www.douban.com/doubanapp/dispatch?uri=/tv/35014718,腾讯视频,VIP免费观看
